label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
R e13/s18 5:1/2:1/2:3 c12-18-24 i7-6-5 R13 R11 H22 MS0.136 AI14 MS0.06 AI32 ST1500 TT40 BR3.4 D0.4 AR3.5 EC50 S10 DPT2 R18 CT42	engageRadius=13 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteSpawnTick=1500 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=2 spawnRadius=18 eliteCooldownTicks=42 phases=12-18-24|7-6-5|5:1/2:1/2:3	5	1	1	2		0.924	0.351	0.525	0.047	0	20.26	0.212		skilled 8/8;I2;I2 windows;I3;I8
R e11/s15 5:1/2:1/2:3 c16-22-28 i8-6-5 R11 R11 H20 MS0.128 AI16 MS0.05 AI28 ST1500 TT40 BR2.4 D0.5 AR4.9 EC60 S16 DPT2 R15 CT42	engageRadius=11 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.05 shooterAttackInterval=28 eliteSpawnTick=1500 eliteTelegraphTicks=40 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=42 phases=16-22-28|8-6-5|5:1/2:1/2:3	7	3	0	1		0.755	0.255	0.482	0.018	0	16.08	0.233		skilled 8/8;I2 windows;I8
R e10/s12 5:1/3:1/1:1 c12-18-24 i8-6-5 R10 R10 H20 MS0.145 AI14 MS0.05 AI26 ST1650 TT40 BR2 D0.5 AR3.5 EC70 S10 DPT2 R12 CT42	engageRadius=10 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.145 meleeAttackInterval=14 shooterMoveSpeed=0.05 shooterAttackInterval=26 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=2 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=2 spawnRadius=12 eliteCooldownTicks=42 phases=12-18-24|8-6-5|5:1/3:1/1:1	3	1	0	0		1.120	0.397	0.636	0.087	0	14.55	0.156		skilled 8/8;I2;I2 windows;I8
R e11/s16 5:1/3:1/3:2 c12-18-24 i9-7-5 R11 R11 H22 MS0.128 AI15 MS0.06 AI30 ST1650 TT54 BR3.4 D0.4 AR4.5 EC70 S12 DPT3 R16 CT56	engageRadius=11 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=56 phases=12-18-24|9-7-5|5:1/3:1/3:2	8	4	2	2		0.652	0.202	0.328	0.123	0	12.13	0.183		I3;I8
R e10/s15 5:1/3:2/2:3 c17-23-29 i9-8-6 R10 R11 H22 MS0.145 AI16 MS0.055 AI30 ST1800 TT54 BR3.4 D0.4 AR3.5 EC50 S12 DPT2 R15 CT56	engageRadius=10 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.145 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=3.4 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=56 phases=17-23-29|9-8-6|5:1/3:2/2:3	8	3	1	2		0.706	0.266	0.238	0.202	0	11.30	0.246		I3;I8
R e12/s17 6:1/3:1/2:1 c17-23-29 i10-7-5 R12 R11 H19 MS0.132 AI17 MS0.06 AI26 ST1800 TT62 BR3 D0.5 AR4.9 EC60 S10 DPT3 R17 CT64	engageRadius=12 leashRadius=11 eliteHp=19 meleeMoveSpeed=0.132 meleeAttackInterval=17 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=10 backlogDrainPerTick=3 spawnRadius=17 eliteCooldownTicks=64 phases=17-23-29|10-7-5|6:1/3:1/2:1	7	6	2	2		0.742	0.171	0.317	0.253	0	12.89	0.215		skilled 8/8;I3;I8
R e13/s17 5:1/3:2/2:3 c17-23-29 i8-6-5 R13 R9.5 H22 MS0.132 AI18 MS0.05 AI30 ST1500 TT62 BR3 D0.5 AR4.9 EC70 S12 DPT3 R17 CT64	engageRadius=13 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.132 meleeAttackInterval=18 shooterMoveSpeed=0.05 shooterAttackInterval=30 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=3 spawnRadius=17 eliteCooldownTicks=64 phases=17-23-29|8-6-5|5:1/3:2/2:3	8	4	3	3		0.618	0.208	0.409	0.000	0	17.61	0.293		I2 windows;I3;I8;I10
R e10/s14 5:1/2:1/1:1 c12-18-24 i10-8-6 R10 R10.5 H19 MS0.128 AI16 MS0.06 AI30 ST1800 TT62 BR2.4 D0.4 AR4.9 EC70 S16 DPT2 R14 CT64	engageRadius=10 leashRadius=10.5 eliteHp=19 meleeMoveSpeed=0.128 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=64 phases=12-18-24|10-8-6|5:1/2:1/1:1	8	5	2	2		0.538	0.175	0.228	0.135	0	8.97	0.266		I2;I3;I8
R e11/s13 6:1/2:1/1:1 c16-22-28 i8-6-5 R11 R11 H21 MS0.145 AI17 MS0.07 AI30 ST1650 TT54 BR2.4 D0.3 AR4.9 EC50 S10 DPT2 R13 CT56	engageRadius=11 leashRadius=11 eliteHp=21 meleeMoveSpeed=0.145 meleeAttackInterval=17 shooterMoveSpeed=0.07 shooterAttackInterval=30 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=56 phases=16-22-28|8-6-5|6:1/2:1/1:1	4	2	0	0		1.070	0.337	0.567	0.166	0	14.84	0.247		skilled 8/8;I2;I2 windows;I8
R e10/s12 5:1/3:1/2:1 c17-23-29 i10-7-5 R10 R9.5 H19 MS0.128 AI18 MS0.065 AI32 ST1650 TT40 BR3 D0.4 AR4.9 EC50 S12 DPT3 R12 CT42	engageRadius=10 leashRadius=9.5 eliteHp=19 meleeMoveSpeed=0.128 meleeAttackInterval=18 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=3 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=12 eliteCooldownTicks=42 phases=17-23-29|10-7-5|5:1/3:1/2:1	8	5	2	2		0.528	0.166	0.306	0.057	0	8.45	0.202		I2;I2 windows;I3;I8
R e13/s18 6:1/2:1/1:1 c17-23-29 i8-7-5 R13 R10 H20 MS0.145 AI18 MS0.05 AI32 ST1650 TT62 BR2 D0.4 AR4.9 EC70 S16 DPT3 R18 CT64	engageRadius=13 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.145 meleeAttackInterval=18 shooterMoveSpeed=0.05 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=62 eliteBlastRadius=2 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=3 spawnRadius=18 eliteCooldownTicks=64 phases=17-23-29|8-7-5|6:1/2:1/1:1	8	5	3	3		0.575	0.225	0.282	0.067	0	14.72	0.207		I2 windows;I3;I8;I10
R e11/s14 9:2/3:1/2:1 c17-23-29 i8-6-5 R11 R11 H18 MS0.136 AI14 MS0.055 AI34 ST1800 TT54 BR3 D0.5 AR3.5 EC70 S16 DPT2 R14 CT56	engageRadius=11 leashRadius=11 eliteHp=18 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=34 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=56 phases=17-23-29|8-6-5|9:2/3:1/2:1	4	0	0	0		1.065	0.317	0.518	0.229	0	16.48	0.172		skilled 8/8;I2;I2 windows
R e13/s17 9:2/3:1/2:1 c12-18-24 i8-7-5 R13 R10.5 H21 MS0.14 AI14 MS0.07 AI32 ST1800 TT62 BR2.4 D0.4 AR4.9 EC50 S16 DPT2 R17 CT64	engageRadius=13 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.07 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.4 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=64 phases=12-18-24|8-7-5|9:2/3:1/2:1	5	2	1	1		0.982	0.306	0.369	0.308	0	15.37	0.199		skilled 8/8;I2;I3;I8
R e11/s13 5:1/3:1/3:2 c17-23-29 i8-6-5 R11 R11 H20 MS0.14 AI15 MS0.06 AI26 ST1500 TT62 BR2.4 D0.3 AR3.5 EC50 S12 DPT2 R13 CT64	engageRadius=11 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=64 phases=17-23-29|8-6-5|5:1/3:1/3:2	3	1	0	0		1.009	0.369	0.612	0.029	0	14.55	0.190		skilled 8/8;I2;I2 windows;I8
R e11/s16 6:1/2:1/1:1 c14-20-26 i8-6-5 R11 R11 H19 MS0.128 AI18 MS0.05 AI34 ST1650 TT54 BR3.4 D0.3 AR4.5 EC70 S12 DPT3 R16 CT56	engageRadius=11 leashRadius=11 eliteHp=19 meleeMoveSpeed=0.128 meleeAttackInterval=18 shooterMoveSpeed=0.05 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=12 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=56 phases=14-20-26|8-6-5|6:1/2:1/1:1	7	4	3	3		0.754	0.213	0.425	0.117	0	17.10	0.242		skilled 8/8;I3;I8;I10
R e10/s13 7:1/3:1/1:1 c16-22-28 i9-7-5 R10 R10 H18 MS0.136 AI14 MS0.05 AI32 ST1650 TT40 BR3.4 D0.3 AR4.5 EC70 S10 DPT2 R13 CT42	engageRadius=10 leashRadius=10 eliteHp=18 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.05 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=42 phases=16-22-28|9-7-5|7:1/3:1/1:1	8	3	1	1		0.792	0.263	0.404	0.125	0	10.00	0.141		I3;I8
R e12/s14 9:2/3:1/2:1 c14-20-26 i8-7-5 R12 R10 H20 MS0.128 AI15 MS0.06 AI30 ST1500 TT62 BR2 D0.4 AR3.5 EC60 S12 DPT2 R14 CT64	engageRadius=12 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteSpawnTick=1500 eliteTelegraphTicks=62 eliteBlastRadius=2 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=64 phases=14-20-26|8-7-5|9:2/3:1/2:1	8	3	0	2		0.561	0.230	0.331	0.000	0	12.10	0.217		I2 windows;I8
R e12/s17 9:2/3:1/2:1 c16-22-28 i8-7-5 R12 R10 H22 MS0.132 AI16 MS0.06 AI28 ST1650 TT62 BR3.4 D0.3 AR4.5 EC70 S16 DPT2 R17 CT64	engageRadius=12 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.132 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteSpawnTick=1650 eliteTelegraphTicks=62 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=64 phases=16-22-28|8-7-5|9:2/3:1/2:1	7	4	2	3		0.720	0.245	0.328	0.147	0	14.73	0.187		skilled 8/8;I3;I8;I10
R e10/s13 5:1/2:1/1:1 c17-23-29 i7-6-5 R10 R8.5 H20 MS0.14 AI14 MS0.07 AI34 ST1650 TT48 BR3.4 D0.5 AR3.5 EC60 S12 DPT2 R13 CT50	engageRadius=10 leashRadius=8.5 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.07 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=3.4 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=12 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=50 phases=17-23-29|7-6-5|5:1/2:1/1:1	4	0	0	0		1.124	0.391	0.630	0.104	0	16.90	0.220		skilled 8/8;I2;I2 windows
R e11/s14 9:2/3:1/2:1 c17-23-29 i9-8-6 R11 R10.5 H18 MS0.132 AI17 MS0.055 AI28 ST1800 TT62 BR2.4 D0.5 AR4.5 EC50 S10 DPT3 R14 CT64	engageRadius=11 leashRadius=10.5 eliteHp=18 meleeMoveSpeed=0.132 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=3 spawnRadius=14 eliteCooldownTicks=64 phases=17-23-29|9-8-6|9:2/3:1/2:1	8	4	2	2		0.559	0.217	0.216	0.126	0	9.43	0.213		I3;I8
R e10/s15 9:2/3:1/2:1 c17-23-29 i7-6-5 R10 R11 H20 MS0.128 AI15 MS0.06 AI32 ST1650 TT54 BR2.4 D0.3 AR4.9 EC70 S10 DPT3 R15 CT56	engageRadius=10 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=70 backlogSize=10 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=56 phases=17-23-29|7-6-5|9:2/3:1/2:1	5	2	0	0		0.928	0.330	0.541	0.058	0	19.37	0.219		skilled 8/8;I2;I2 windows;I8
R e13/s17 6:1/3:1/2:1 c14-20-26 i7-6-5 R13 R9.5 H19 MS0.145 AI15 MS0.055 AI30 ST1800 TT48 BR3.4 D0.3 AR4.9 EC60 S16 DPT2 R17 CT50	engageRadius=13 leashRadius=9.5 eliteHp=19 meleeMoveSpeed=0.145 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=48 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=2 spawnRadius=17 eliteCooldownTicks=50 phases=14-20-26|7-6-5|6:1/3:1/2:1	4	1	0	0		1.074	0.334	0.522	0.218	0	19.54	0.192		skilled 8/8;I2;I2 windows;I8
R e12/s15 5:1/3:1/1:1 c14-20-26 i9-8-6 R12 R8.5 H21 MS0.14 AI14 MS0.05 AI34 ST1650 TT48 BR3.4 D0.3 AR3.5 EC50 S16 DPT3 R15 CT50	engageRadius=12 leashRadius=8.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.05 shooterAttackInterval=34 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=50 phases=14-20-26|9-8-6|5:1/3:1/1:1	8	6	5	5		0.492	0.169	0.222	0.102	0	10.30	0.174		I2;I3;I8;I10
R e12/s14 5:1/3:1/3:2 c16-22-28 i9-8-6 R12 R10.5 H21 MS0.145 AI15 MS0.07 AI26 ST1500 TT54 BR3 D0.5 AR4.9 EC50 S16 DPT2 R14 CT56	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.145 meleeAttackInterval=15 shooterMoveSpeed=0.07 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=54 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=2 spawnRadius=14 eliteCooldownTicks=56 phases=16-22-28|9-8-6|5:1/3:1/3:2	8	6	2	2		0.631	0.276	0.355	0.000	0	8.44	0.160		I2 windows;I3;I8
R e10/s15 5:1/3:1/1:1 c14-20-26 i10-7-5 R10 R9.5 H21 MS0.128 AI17 MS0.055 AI28 ST1800 TT40 BR3 D0.5 AR3.5 EC50 S12 DPT2 R15 CT42	engageRadius=10 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.128 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=42 phases=14-20-26|10-7-5|5:1/3:1/1:1	8	4	2	2		0.643	0.148	0.258	0.237	0	12.18	0.250		I3;I8
R e13/s18 5:1/2:1/3:2 c17-23-29 i9-7-5 R13 R10 H22 MS0.14 AI18 MS0.055 AI32 ST1800 TT62 BR2.4 D0.5 AR4.5 EC50 S10 DPT2 R18 CT64	engageRadius=13 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.14 meleeAttackInterval=18 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteSpawnTick=1800 eliteTelegraphTicks=62 eliteBlastRadius=2.4 eliteDamage=0.5 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=2 spawnRadius=18 eliteCooldownTicks=64 phases=17-23-29|9-7-5|5:1/2:1/3:2	8	3	3	3		0.710	0.185	0.274	0.252	0	15.66	0.234		I3;I8;I10
R e13/s18 5:1/3:1/1:1 c14-20-26 i9-8-6 R13 R10.5 H19 MS0.14 AI14 MS0.05 AI32 ST1650 TT62 BR3.4 D0.3 AR4.9 EC50 S12 DPT2 R18 CT64	engageRadius=13 leashRadius=10.5 eliteHp=19 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.05 shooterAttackInterval=32 eliteSpawnTick=1650 eliteTelegraphTicks=62 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=4.9 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=2 spawnRadius=18 eliteCooldownTicks=64 phases=14-20-26|9-8-6|5:1/3:1/1:1	8	5	4	5		0.531	0.215	0.248	0.068	0	12.59	0.143		I2;I2 windows;I3;I8;I10
R e10/s13 9:2/3:1/2:1 c17-23-29 i9-8-6 R10 R10 H21 MS0.128 AI15 MS0.055 AI34 ST1500 TT54 BR2.4 D0.3 AR4.5 EC50 S12 DPT3 R13 CT56	engageRadius=10 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.128 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=34 eliteSpawnTick=1500 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=12 backlogDrainPerTick=3 spawnRadius=13 eliteCooldownTicks=56 phases=17-23-29|9-8-6|9:2/3:1/2:1	8	7	3	3		0.466	0.194	0.272	0.000	0	8.07	0.166		I2;I2 windows;I3;I8;I10
R e13/s16 7:1/3:1/1:1 c12-18-24 i7-6-5 R13 R9.5 H19 MS0.14 AI17 MS0.055 AI26 ST1500 TT48 BR2.4 D0.3 AR3.5 EC50 S10 DPT3 R16 CT50	engageRadius=13 leashRadius=9.5 eliteHp=19 meleeMoveSpeed=0.14 meleeAttackInterval=17 shooterMoveSpeed=0.055 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=3 spawnRadius=16 eliteCooldownTicks=50 phases=12-18-24|7-6-5|7:1/3:1/1:1	8	3	2	2		0.780	0.293	0.487	0.000	0	16.95	0.225		I2 windows;I3;I8
R e10/s12 5:1/3:2/1:1 c17-23-29 i7-6-5 R10 R10.5 H21 MS0.132 AI17 MS0.06 AI26 ST1500 TT54 BR3.4 D0.3 AR3.5 EC60 S16 DPT3 R12 CT56	engageRadius=10 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.132 meleeAttackInterval=17 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1500 eliteTelegraphTicks=54 eliteBlastRadius=3.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=3 spawnRadius=12 eliteCooldownTicks=56 phases=17-23-29|7-6-5|5:1/3:2/1:1	5	3	0	0		0.930	0.376	0.555	0.000	0	16.15	0.284		skilled 8/8;I2;I2 windows;I8
R e10/s15 5:1/3:1/1:1 c16-22-28 i9-7-5 R10 R11 H22 MS0.132 AI16 MS0.06 AI30 ST1650 TT48 BR3 D0.5 AR3.5 EC70 S16 DPT3 R15 CT50	engageRadius=10 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.132 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteSpawnTick=1650 eliteTelegraphTicks=48 eliteBlastRadius=3 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=3 spawnRadius=15 eliteCooldownTicks=50 phases=16-22-28|9-7-5|5:1/3:1/1:1	8	6	3	2		0.732	0.246	0.351	0.135	0	12.00	0.184		I3;I8
R e10/s13 6:1/3:1/2:1 c16-22-28 i9-7-5 R10 R8.5 H18 MS0.14 AI15 MS0.07 AI32 ST1500 TT40 BR3.4 D0.5 AR3.5 EC70 S16 DPT2 R13 CT42	engageRadius=10 leashRadius=8.5 eliteHp=18 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.07 shooterAttackInterval=32 eliteSpawnTick=1500 eliteTelegraphTicks=40 eliteBlastRadius=3.4 eliteDamage=0.5 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=42 phases=16-22-28|9-7-5|6:1/3:1/2:1	8	5	2	2		0.542	0.182	0.359	0.000	0	9.13	0.174		I2;I2 windows;I3;I8
R e11/s13 6:1/2:1/1:1 c17-23-29 i7-6-5 R11 R9.5 H22 MS0.136 AI16 MS0.07 AI30 ST1800 TT54 BR2.4 D0.3 AR3.5 EC50 S10 DPT2 R13 CT56	engageRadius=11 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.07 shooterAttackInterval=30 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=50 backlogSize=10 backlogDrainPerTick=2 spawnRadius=13 eliteCooldownTicks=56 phases=17-23-29|7-6-5|6:1/2:1/1:1	3	0	0	0		1.105	0.357	0.478	0.270	0	17.35	0.286		skilled 8/8;I2;I2 windows
R e12/s17 6:1/3:1/2:1 c12-18-24 i10-7-5 R12 R8.5 H21 MS0.132 AI16 MS0.06 AI26 ST1800 TT40 BR2 D0.4 AR4.5 EC50 S16 DPT3 R17 CT42	engageRadius=12 leashRadius=8.5 eliteHp=21 meleeMoveSpeed=0.132 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=26 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=2 eliteDamage=0.4 eliteApproachRange=4.5 absoluteEnemyCap=50 backlogSize=16 backlogDrainPerTick=3 spawnRadius=17 eliteCooldownTicks=42 phases=12-18-24|10-7-5|6:1/3:1/2:1	7	3	5	5		0.624	0.123	0.232	0.270	0	12.72	0.213		skilled 8/8;I3;I8;I10
R e11/s15 5:1/3:2/1:1 c12-18-24 i8-6-5 R11 R10 H20 MS0.136 AI15 MS0.065 AI26 ST1800 TT40 BR2.4 D0.4 AR3.5 EC70 S16 DPT2 R15 CT42	engageRadius=11 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=26 eliteSpawnTick=1800 eliteTelegraphTicks=40 eliteBlastRadius=2.4 eliteDamage=0.4 eliteApproachRange=3.5 absoluteEnemyCap=70 backlogSize=16 backlogDrainPerTick=2 spawnRadius=15 eliteCooldownTicks=42 phases=12-18-24|8-6-5|5:1/3:2/1:1	3	0	0	0		1.002	0.276	0.435	0.290	0	16.91	0.325		skilled 8/8;I2
R e10/s12 5:1/2:1/2:3 c14-20-26 i8-7-5 R10 R10.5 H19 MS0.128 AI18 MS0.055 AI28 ST1800 TT54 BR2.4 D0.3 AR3.5 EC60 S16 DPT2 R12 CT56	engageRadius=10 leashRadius=10.5 eliteHp=19 meleeMoveSpeed=0.128 meleeAttackInterval=18 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteSpawnTick=1800 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteDamage=0.3 eliteApproachRange=3.5 absoluteEnemyCap=60 backlogSize=16 backlogDrainPerTick=2 spawnRadius=12 eliteCooldownTicks=56 phases=14-20-26|8-7-5|5:1/2:1/2:3	8	3	0	1		0.714	0.275	0.262	0.177	0	10.74	0.267		I8
