label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
S4 sd0.055 sr4.2 i9-9-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	5	0	0	0	7	1.017	0.293	0.262	0.461	0	13.80	2234	4.13	0.756	-0.118			I2;I2 windows
S4 sd0.055 sr4.2 i10-9-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.790	0.236	0.261	0.293	0	12.59	2103	9.38	0.792	0.056			
S4 sd0.055 sr4.2 i10-9-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.870	0.236	0.261	0.373	0	13.01	2154	7.50	0.789	0.048			I2
S4 sd0.055 sr4.2 i9-8-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	6	0	0	0	7	0.980	0.293	0.357	0.330	0	14.86	2127	6.00	0.771	-0.076			I2
S4 sd0.055 sr4.2 i9-8-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	4	0	0	0	5	1.041	0.293	0.357	0.391	0	15.16	2158	4.75	0.770	-0.069			I2
S4 sd0.055 sr4.5 i10-8-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	5	0	0	0	7	1.042	0.258	0.322	0.462	0	14.56	2191	3.13	0.810	-0.193			I2;I2 windows
S4 sd0.055 sr4.5 i10-8-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-8-7|1:3/1:4/1:5}	4	4	0	0	0	6	1.097	0.258	0.322	0.517	0	14.80	2226	2.00	0.805	-0.181			I2;I2 windows
S4 sd0.055 sr4.5 i9-9-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	6	0.937	0.308	0.282	0.347	0	13.11	2110	6.38	0.762	-0.052			I2
S4 sd0.055 sr4.5 i9-9-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-9-8|1:3/1:4/1:5}	4	6	0	0	0	6	0.987	0.308	0.282	0.397	0	13.35	2144	5.50	0.763	-0.054			I2
S4 sd0.055 sr4.5 i10-9-7 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	0	0	0	6	0.886	0.258	0.282	0.346	0	12.56	2118	8.00	0.785	-0.020			I2
S4 sd0.055 sr4.5 i10-9-7 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	5	0	0	0	6	0.932	0.258	0.282	0.392	0	12.77	2141	7.25	0.785	-0.030			I2
S4 sd0.055 sr4.5 i9-8-8 ehp30.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	5	0	0	0	4	1.048	0.308	0.351	0.388	0	14.55	2152	5.88	0.779	-0.022			I2
S4 sd0.055 sr4.5 i9-8-8 ehp33.0	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.5 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|9-8-8|1:3/1:4/1:5}	4	4	0	0	0	3	1.103	0.308	0.351	0.444	0	14.79	2179	4.63	0.778	-0.053			I2
S4 sr3.8 ehp30.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	2	8	0.806	0.229	0.237	0.341	0	12.80	2124	9.50	0.791	-0.085			I3
S4 sr3.8 ehp30.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	1	1	2	7	0.897	0.244	0.259	0.393	0	12.96	2144	7.00	0.807	-0.100			I2;I3;I8
S4 sr3.8 ehp31.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	2	8	0.826	0.229	0.237	0.361	0	12.90	2136	9.00	0.792	-0.079			I3
S4 sr3.8 ehp31.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	1	1	2	6	0.917	0.244	0.259	0.414	0	13.06	2157	6.75	0.808	-0.100			I2;I3;I8
S4 sr3.8 ehp32.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	1	7	0.846	0.229	0.237	0.381	0	13.02	2149	8.38	0.792	-0.078			I3
S4 sr3.8 ehp32.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	1	1	2	6	0.937	0.244	0.259	0.433	0	13.18	2171	6.50	0.808	-0.109			I2;I3;I8
S4 sr3.8 ehp33.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	1	7	0.875	0.229	0.237	0.410	0	13.17	2165	7.25	0.791	-0.090			I2;I3
S4 sr3.8 ehp33.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=3.8 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	1	0	2	6	0.968	0.244	0.259	0.465	0	13.34	2188	5.88	0.808	-0.127			I2;I2 windows;I8
S4 sr4.0 ehp30.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	2	1	0	8	0.835	0.229	0.253	0.353	0	13.29	2115	8.00	0.793	-0.105			I3;I8
S4 sr4.0 ehp30.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	8	0.888	0.245	0.267	0.376	0	13.17	2108	7.63	0.785	-0.078			I2
S4 sr4.0 ehp31.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	2	1	0	8	0.871	0.229	0.253	0.389	0	13.47	2135	7.13	0.791	-0.127			I2;I3;I8
S4 sr4.0 ehp31.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	8	0.904	0.245	0.267	0.392	0	13.25	2116	6.88	0.786	-0.071			I2
S4 sr4.0 ehp32.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	1	0	8	0.887	0.229	0.253	0.405	0	13.59	2147	7.13	0.791	-0.127			I2;I3
S4 sr4.0 ehp32.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	7	0.919	0.245	0.267	0.407	0	13.34	2124	6.88	0.787	-0.052			I2
S4 sr4.0 ehp33.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	1	0	8	0.898	0.229	0.253	0.416	0	13.67	2156	7.13	0.791	-0.122			I2;I3
S4 sr4.0 ehp33.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	6	0.933	0.245	0.267	0.421	0	13.41	2132	6.38	0.786	-0.051			I2
S4 sr4.2 ehp30.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.790	0.236	0.261	0.293	0	12.59	2103	9.38	0.792	0.056			
S4 sr4.2 ehp30.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=30 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.874	0.253	0.278	0.344	0	12.76	2110	7.75	0.804	0.068			I2
S4 sr4.2 ehp31.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.809	0.236	0.261	0.312	0	12.72	2117	8.88	0.792	0.060			
S4 sr4.2 ehp31.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.899	0.253	0.278	0.369	0	12.91	2128	7.38	0.805	0.078			I2
S4 sr4.2 ehp32.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.838	0.236	0.261	0.341	0	12.84	2134	8.13	0.792	0.058			
S4 sr4.2 ehp32.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	0	0	0	7	0.930	0.253	0.278	0.399	0	13.04	2144	6.88	0.800	0.082			I2
S4 sr4.2 ehp33.0 sd0.055	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	0	0	8	0.870	0.236	0.261	0.373	0	13.01	2154	7.50	0.789	0.048			I2
S4 sr4.2 ehp33.0 sd0.06	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.06 meleeAttackInterval=15 shooterAttackInterval=26 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=33 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	5	0.961	0.253	0.278	0.431	0	13.17	2159	6.25	0.802	0.099			I2
S4 sai22 ehp31.0 sd0.05 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	7	0.851	0.238	0.264	0.348	0	12.80	2111	8.38	0.796	0.025			I2
S4 sai22 ehp31.0 sd0.05 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	0	0	0	6	0.872	0.253	0.285	0.335	0	11.68	2112	8.13	0.780	0.027			I2
S4 sai22 ehp31.0 sd0.055 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	8	0.976	0.257	0.291	0.428	0	13.21	2160	5.88	0.801	-0.052			I2
S4 sai22 ehp31.0 sd0.055 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	5	0	0	0	6	1.031	0.270	0.305	0.456	0	12.17	2170	4.00	0.814	-0.133			I2;I2 windows
S4 sai22 ehp32.0 sd0.05 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	7	0.865	0.238	0.264	0.363	0	12.88	2119	7.63	0.794	0.026			I2
S4 sai22 ehp32.0 sd0.05 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	6	0.890	0.253	0.285	0.352	0	11.75	2120	7.50	0.778	0.022			I2
S4 sai22 ehp32.0 sd0.055 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	5	0	0	0	7	0.995	0.257	0.291	0.447	0	13.30	2170	5.50	0.802	-0.025			I2
S4 sai22 ehp32.0 sd0.055 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=22 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	4	0	0	0	6	1.047	0.270	0.305	0.471	0	12.28	2180	3.50	0.812	-0.136			I2;I2 windows
S4 sai24 ehp31.0 sd0.05 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	1	8	0.764	0.227	0.248	0.289	0	12.62	2103	10.00	0.787	0.046			I3
S4 sai24 ehp31.0 sd0.05 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	1	8	0.879	0.242	0.274	0.363	0	12.23	2137	7.63	0.805	-0.090			I2
S4 sai24 ehp31.0 sd0.055 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	7	0	0	0	8	0.841	0.245	0.272	0.325	0	12.70	2116	8.63	0.790	0.086			
S4 sai24 ehp31.0 sd0.055 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.055 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=31 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	6	0	0	0	6	0.923	0.260	0.278	0.385	0	11.95	2137	5.75	0.816	-0.019			I2
S4 sai24 ehp32.0 sd0.05 sms0.07	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.07 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	8	0	1	0	8	0.783	0.227	0.248	0.309	0	12.73	2116	9.25	0.788	0.043			I3
S4 sai24 ehp32.0 sd0.05 sms0.08	s4{absoluteEnemyCap=72 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.9 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=24 meleeMoveSpeed=0.14 shooterMoveSpeed=0.08 shooterRange=4.2 spawnRadius=14 engageRadius=11 eliteHp=32 phases=16-22-28|10-9-7|1:3/1:4/1:5}	4	5	0	0	0	8	0.896	0.242	0.274	0.380	0	12.33	2146	7.38	0.804	-0.091			I2
